config,scenario,family,burst_len,txn_count,gap,id_mode,ok,mismatched,bytes_moved,clk_mhz,wr_cycles,wr_util,wr_bw_mb_s,rd_cycles,rd_util,rd_bw_mb_s,rd_avg_latency_cyc,rd_hist_total,notes
inorder,col_major_interleaved_bl16,col_major_interleaved,16,64000,0,0,1,0,8192000,66.667,22198456,0.0384,24.60,36145379,0.0253,15.11,767.99,64000,
inorder,col_major_bl8_multiid,col_major,8,64000,0,2,0,0,4096000,66.667,32531634,0.0137,8.39,32531523,0.0137,8.39,417.17,168409,1:1 VIOLATION: hist total 168409 != txn_count 64000 (EXTRA returns)
inorder,col_major_bl8_gap,col_major,8,64000,8,0,1,0,4096000,66.667,32531633,0.0137,8.39,32531527,0.0137,8.39,767.99,64000,
reorder,incremental_bl4,incremental,4,64000,0,0,1,0,2048000,66.667,1183725,0.0400,115.34,1189656,0.0400,114.77,49.15,64000,
reorder,incremental_bl8,incremental,8,64000,0,0,1,0,4096000,66.667,2367537,0.0798,115.34,2379333,0.0804,114.77,49.25,64000,
reorder,incremental_bl16,incremental,16,64000,0,0,1,0,8192000,66.667,4735036,0.1067,115.34,4758560,0.1067,114.77,49.24,64000,
reorder,row_major_bl4,row_major,4,64000,0,0,1,0,2048000,66.667,1183598,0.0399,115.36,1177205,0.0399,115.98,49.13,64000,
reorder,row_major_bl8,row_major,8,64000,0,0,1,0,4096000,66.667,2367110,0.0798,115.36,2354358,0.0799,115.98,49.13,64000,
reorder,row_major_bl16,row_major,16,64000,0,0,1,0,8192000,66.667,4734233,0.1066,115.36,4708710,0.1067,115.98,49.13,64000,
reorder,col_major_bl4,col_major,4,64000,0,0,1,0,2048000,66.667,4305574,0.0300,31.71,4120971,0.0300,33.13,192.00,64000,
reorder,col_major_bl8,col_major,8,64000,0,0,1,0,4096000,66.667,5428786,0.0533,50.30,4624617,0.0533,59.05,96.00,64000,
reorder,col_major_bl16,col_major,16,64000,0,0,1,0,8192000,66.667,7804024,0.0873,69.98,6936890,0.0873,78.73,96.00,64000,
reorder,col_major_interleaved_bl4,col_major_interleaved,4,64000,0,0,1,0,2048000,66.667,1193026,0.0400,114.44,2098518,0.0400,65.06,97.21,64000,
reorder,col_major_interleaved_bl8,col_major_interleaved,8,64000,0,0,1,0,4096000,66.667,2376653,0.0798,114.90,4027941,0.0601,67.79,94.46,64000,
reorder,col_major_interleaved_bl16,col_major_interleaved,16,64000,0,0,1,0,8192000,66.667,4756734,0.1068,114.81,6243136,0.0958,87.48,81.60,64000,
reorder,col_major_bl8_multiid,col_major,8,64000,0,2,0,0,4096000,66.667,5428852,0.0533,50.30,4624597,0.0533,59.05,68.83,168409,1:1 VIOLATION: hist total 168409 != txn_count 64000 (EXTRA returns)
reorder,col_major_bl8_gap,col_major,8,64000,8,0,1,0,4096000,66.667,5428844,0.0533,50.30,4624601,0.0533,59.05,96.00,64000,
